13417,"Latitude","Longitude"
"35NC",35.54,80.75
"14A",35.61,80.9
"NC30",35.61,80.74
"3NC0",35.69,81.71
"MRN",35.82,81.61
"NC52",35.73,81.73
"MWK",36.46,80.55
"NR02",35.24,80
"W40",35.22,78.04
"NC79",35.41,80.36
"NC61",36.46,76.21
"9NC7",35.37,80.44
"NC20",35.09,77.17
"EWN",35.07,77.04
"6NC7",34.75,76.91
"NC76",35.32,78.39
"UKF",36.22,81.1
"SUT",33.93,78.07
"N83",36.2,80.01
"60J",33.91,78.44
"W95",35.1,75.97
"HNZ",36.36,78.53
"NC71",34.92,79.05
"32NC",34.9,79.04
"61NC",34.87,78.97
"70NC",36.54,78.15
"NC36",35.5,78.03
"SOP",35.24,79.39
"4W9",35.05,77.74
"8NC4",35.73,79.31
"9NC8",35.69,79.22
"64NC",35.9,79.77
"7NC",35.73,76.67
"PMZ",35.81,76.76
"1NC4",35,77.26
"13NC",35.03,77.25
"6N9",34.98,77.7
"NC72",35.45,78.16
"5W4",35.02,79.19
"94NC",35.01,79.26
"5W5",35.62,78.7
"RDU",35.88,78.79
"NC13",35.75,79.67
"19NC",36.07,77.92
"9NR8",34.79,79.19
"NC37",36.34,79.84
"SIF",36.44,79.85
"6A5",36.32,79.71
"1NC8",35.52,80.26
"RZZ",36.44,77.71
"IXA",36.33,77.64
"RCZ",34.89,79.76
"RWI",35.86,77.89
"8NC5",34.58,79.25
"NC40",36.5,79.12
"TDF",36.28,78.98
"FQD",35.43,81.94
"9NR7",35.02,78.57
"88NC",35.63,80.69
"RUQ",35.65,80.52
"NC93",35.78,80.5
"NC00",35.56,79.19
"82NC",35.31,79.07
"TTA",35.58,79.1
"2NC7",36.17,77.4
"NC66",36.13,77.3
"45NC",36.53,77.45
"29NC",35.31,81.63
"NC97",35.37,81.52
"EHO",35.26,81.6
"20NC",35.59,81.06
"8NC6",35.69,79.41
"22NC",35.82,79.47
"5W8",35.7,79.5
"NC73",35.44,76.45
"JNX",35.54,78.39
"8NC3",34.57,77.44
"3NC7",36.52,81.14
"42NC",35.96,78.17
"7A8",35.94,82
"06NC",34.83,78.93
"43A",35.38,79.79
"NC15",35.96,80.98
"SVH",35.77,80.95
"NC09",35.88,80.78
"3NC5",35.81,81.07
"NC43",34.13,78.34
"NJM",34.69,77.03
"24A",35.32,83.21
"81NC",34.04,78.74
"NC78",34.21,78.96
"ETC",35.94,77.55
"NC59",35.85,81.14
"NC58",35.92,81.12
"4NC3",35.93,81.2
"N97",35.83,80.11
"NC31",35.76,80.02
"56NC",35.21,82.03
"AFP",35.02,80.08
"67NC",34.97,80.03
"ACZ",34.72,78
"NC48",34.75,78.06
"7NC7",36.35,80.17
"N63",36.3,80.15
"OCW",35.57,77.05
"2NC1",35,80.8
"07NC",34.83,80.75
"N52",34.86,80.75
"NC21",34.99,80.75
"74NC",35.1,76.63
"6NC5",36.02,77.66
"NC86",34.73,78.75
"CPC",34.27,78.72
"MCZ",35.86,77.18
"33NC",34.43,78.09
"ILM",34.27,77.9
"W03",35.77,77.97
"63NC",35.84,78
"54NC",36.24,76.42
"1NC6",35.06,80.45
"77NC",34.15,78.11
"NC63",36.14,80.18
"INT",36.13,80.22
"NC47",35.48,77.35
"80C",36.05,80.69
"NC42",36.07,80.7
"6W4",36.4,79.39
"51NC",35.86,78.35
"ND07",47,97.41
"NA92",48.58,103.47
"26ND",47.71,103.64
"ND26",47.9,103.66
"ND01",47.05,97.19
"ND73",47.05,97.26
"ND74",47.02,97.16
"ND75",47.72,100.27
"ND02",47.81,97.96
"4NA3",48.86,101.3
"6ND3",47.07,96.94
"1ND4",47.06,97.02
"1A2",47.11,97.21
"ND60",47.96,97.48
"ASY",46.02,99.35
"ND78",47.04,97.54
"ND80",47.08,100.73
"0NA1",46.25,97.04
"NA55",46.27,97.02
"NA56",46.3,96.99
"5ND3",48.86,97.32
"20U",46.93,103.98
"ND29",46.67,103.23
"4NA5",48.29,101.83
"6ND9",48.39,101.76
"95D",47.25,101.81
"BIS",46.77,100.75
"ND96",46.8,100.68
"D09",48.83,100.42
"5B4",48.81,102.25
"7ND5",47.36,99.62
"BPP",46.19,103.43
"1NA8",46.69,100.1
"NA75",47.68,99.39
"ND59",46.99,97.53
"5ND0",48.08,104.03
"NA30",48.27,101.4
"12ND",48.3,101.43
"NA81",47.63,97.09
"9D7",48.48,99.24
"46D",47.45,99.15
"79ND",47.32,99
"5N8",46.85,97.21
"2C8",48.78,97.63
"9ND8",48.79,97.67
"8ND5",46.76,97.41
"8ND6",46.71,97.39
"ND10",46.55,96.79
"ND89",47.06,98.51
"3NA0",47.42,97.51
"ND90",45.97,97.73
"D49",48.9,102.79
"6NA0",48.99,102.74
"S32",47.42,98.11
"D50",48.93,103.3
"80ND",48.88,103.37
"34ND",46.71,97.16
"ND92",46.71,97.12
"ND09",47.19,98.17
"81ND",48.39,101.05
"DVL",48.11,98.91
"DIK",46.8,102.8
"7ND1",47.04,102.78
"D29",48.62,97.18
"9ND1",48.65,97.27
"37ND",47.23,102.51
"S28",49,100.04
"51D",46.35,98.73
"03ND",48.63,97.83
"NA32",46.9,98.86
"NA84",46.8,99.01
"Y71",46.38,101.85
4.00E+007,46.01,98.51
"ND47",46.64,97.55
"5N4",46.63,97.62
"ND34",48.28,103.35
"38ND",47.1,97.4
"NA33",48,99.93
"FAR",46.92,96.82
"6NA2",46.79,96.8
"D54",46.9,96.92
"D24",47.66,99.66
"0ND0",47.93,99.4
"ND14",48.23,97.8
"Y27",46.07,100.63
"6ND2",46.26,98.39
"9G9",46.62,99.17
"ND22",47.68,101.6
"D05",47.66,101.44
"06ND",46.75,101.67
"D57",46.81,101.86
"ND18",48.51,101.22
"08ND",47.32,102.1
"0NA9",46.75,103.8
"GAF",48.4,97.37
"7ND2",48.37,97.32
"2ND3",48,97.12
"RDR",47.96,97.4
"GFK",47.95,97.18
"NA60",47.24,97.04
"ND86",48.56,103.96
"7N6",48.63,103.93
"4NA6",48.46,103.88
"NA63",48.67,103.86
"GWR",46.22,97.64
"0ND6",46.06,99.92
"44ND",47.53,102.24
"ND16",47.44,102.24
"10ND",47.19,102.36
"3NA6",47.77,99.46
"5H4",47.79,99.93
"ND72",47.68,100.08
"ND20",47.7,97.35
"6H8",46.48,100.27
"ND85",46.49,100.18
"0ND7",46.47,100.1
"48ND",46.51,100.55
"HZE",47.29,101.58
"6NA5",46.91,102.01
"HEI",46.02,102.66
"ND99",46.72,96.81
"5ND9",47.48,97.07
"3H4",47.36,97.06
"NA65",48.53,97.63
"8NA9",47.33,97.68
"52ND",47.19,97.29
"53ND",47.55,99.95
"ND24",48.14,97.67
"JMS",46.93,98.68
"9NA4",48.67,101.89
"7K5",48.67,102.05
"55ND",47.36,102.71
"9Y1",47.39,102.77
"K74",46.65,97
"57ND",46.61,97.06
"5K9",46.29,98.94
"4F9",46.35,98.28
"5L0",48.03,98.33
"7ND8",48.85,98.75
"D55",48.75,98.39
"7NA2",48.69,101.35
"61ND",47.95,97.66
"2L1",47.91,97.64
"62ND",47.78,97.76
"D31",48.29,99.4
"4N4",46.09,97.17
"ND98",46.76,100.66
"7L2",46.22,100.25
"6L3",46.45,97.73
"63ND",46.37,97.73
"ND35",46.7,97.7
"NA86",47.33,97.9
"1ND7",46.83,97.27
"6D3",47.98,99.53
"ND38",47.96,99.54
"NA38",47.95,99.43
"0NA5",48,99.56
"NA39",47.9,101.85
"Y19",46.77,100.89
"64ND",46.85,101.08
"8ND4",48.07,97.19
"2ND0",46.81,97.05
"67ND",46.54,98.38
"5NA0",47.77,101.28
"69ND",48.74,101.04
"7NA4",47.52,97.33
"D56",47.48,97.33
"84ND",48,97.76
"7G2",47.46,100.49
"8M6",47.78,98.19
"ND40",46.82,99.25
"2ND2",47.57,100.72
"2ND1",47.49,100.7
"4R6",46.26,97.44
"88ND",48.71,97.99
"ND43",48.2,101.4
"MIB",48.42,101.36
"MOT",48.26,101.28
"89ND",47.91,101.25
"D06",48.28,97.39
"HBC",48.77,101.54
"8NA5",46.66,98.63
"3P3",46.36,102.32
"5B5",46.49,99.76
"NA67",48.98,97.46
"8J7",47.7,99.13
"05D",47.97,102.48
"2ND7",48.75,100.81
"6NA6",48.62,100.98
"2ND9",48.82,101.92
"72ND",47.66,97.59
"4V4",47.72,97.59
"2D5",46.17,98.08
"3ND5",47.06,97.77
"64G",47.17,97.48
"Y37",48.39,97.78
"97ND",48.43,97.71
"Y74",47.94,102.14
"PMB",48.94,97.24
"98ND",48.26,97.62
"Y99",48.03,101.95
"6ND6",47.52,97.55
"5NA2",47.54,97.36
"14ND",46.21,102.91
"NA88",47.22,100.42
"NA01",47.67,97.01
"NA02",47.71,97.05
"NA22",46.01,103.8
4.00E+008,46.9,102.36
"37N",47.48,101.41
"ND54",47.13,99.73
"2H9",48.67,99.85
"06D",48.88,99.62
"NA49",48.42,100.05
"RUG",48.39,100.02
"8ND0",48.9,99.02
"ND42",48.1,101.08
"NA98",46.3,103.17
"NA05",46.61,97.44
"NA06",47.86,98.97
"NA70",47.77,98.99
"NA07",48.89,100.7
"7NA9",48.93,100.58
"ND36",48.64,97.48
"4S5",48.63,97.44
"08D",48.3,102.41
"NA10",48.38,99.03
"ND32",46.92,99.89
"ND41",46.13,100.11
"1NA5",46.63,99.45
"NA71",47,99.67
"8NA0",46.88,99.63
"ND62",46.85,102.46
"75ND",46.91,102.49
"4ND1",47.79,97.15
"D60",48.38,102.9
"19ND",47.73,98.49
"D61",48.36,100.39
"NA12",47.43,100.84
"NA79",47.4,100.88
"91N",47.51,100.92
"NA90",47.47,101.22
"ND44",47.47,101.13
"4ND4",48.56,100.88
"21ND",48.58,100.86
"NA73",48.56,101
"6D8",46.94,98.02
"NA13",48.12,100.94
"BWP",46.24,96.61
"NA99",46.55,97.03
"96D",48.94,97.9
"3NA2",47.3,101.07
"5C8",47.35,101.03
"S25",47.8,103.25
"NA17",46.94,96.93
"ND52",46.8,97.01
"NA54",45.96,100.44
"D64",48.91,101.03
"ND68",46.96,97.3
"NA18",48.41,103.84
"4NA0",48.01,103.59
"4NA1",48.25,103.67
"ISN",48.18,103.64
"ND23",48.19,103.62
"2NA0",47.26,100.8
"6L5",46.25,99.54
"ND49",46.22,97.13
"4ND8",46.35,97.12
"NA21",46.23,97.24
"ANW",42.58,99.99
"BVN",41.73,98.06
"AIA",42.05,102.8
"4D9",40.11,99.35
"37V",40.34,99.91
"38V",41.56,101.71
"0NE0",41.85,101.95
"0NE1",42.41,101.93
"53NE",41.08,96.4
"8V2",42.56,99.04
"K01",40.39,95.79
"AUH",40.89,97.99
"40NE",41.98,98.52
"6NE7",40.24,100.34
"RBE",42.57,99.57
"NE31",42.01,97.59
"BIE",40.3,96.75
"6NE8",40.09,101.57
"42V",40.06,101.55
"NE45",40.69,96.58
"09NE",41.33,96.19
"BTA",41.41,96.11
"86NE",41.54,96.27
"84Y",42.58,97.67
"59NE",41.08,98.63
"78NE",41.17,97.03
"NE19",41.6,102.82
"BBW",41.44,99.64
"1NE0",42.32,100.42
"9NE1",41.14,101.93
"37NE",40.61,96.31
"BUB",41.78,99.15
"1NE1",41.28,100.05
"1NE2",41.33,99.92
"CSB",40.31,100.16
"30NE",40.36,98.68
"9NE2",40.29,97.72
"8NE2",41.04,96.03
"07K",41.11,98.05
"CDR",42.84,103.1
"8NE3",40.48,101.81
"CNP",41.08,102.46
"NE35",40.06,97.54
"OLU",41.45,97.34
"NE37",41.47,97.27
"03NE",41.55,99.33
"CZD",40.87,100
"6K3",42.47,97.89
"CEK",40.62,96.93
"13NE",40.32,100.81
"47V",40.64,100.47
"1NE6",41.34,102.78
"68NE",40.99,96.62
"93Y",41.23,97.12
"NE40",40.72,96.87
"32NE",41.72,100.09
"NE44",41.98,98.08
"8NE4",40.87,96.29
"2NE0",40.7,99.83
"8NE5",41.79,98.73
"FBY",40.18,97.17
"0NE6",40.43,98.07
"FMZ",40.59,97.57
"FNB",40.08,95.59
"75NE",41.45,95.96
"8NE6",40.12,98.93
"FET",41.45,96.52
"8NE9",41.39,97.96
"18NE",40.51,97.61
"97Y",41.4,97.71
"GRN",42.81,102.18
"2NE4",42.45,102.13
"2NE5",40.9,100.09
"GTE",40.93,100.15
"2NE6",40.92,101.3
"GRI",40.97,98.31
"GGF",40.87,101.73
"27NE",40.72,101.8
"2NE7",40.85,101.94
"99Y",41.56,98.55
"NE49",41.07,96.25
"NE04",40.09,98.34
"NE01",40.19,98.35
"85NE",40.02,97.94
"11NE",42.44,103.92
"0B4",42.6,97.25
"NE50",42.62,97.41
"08K",40.65,98.08
"HSI",40.61,98.43
"4V6",42.68,102.7
"33NE",42.39,102.58
"HJH",40.15,97.59
"3NE2",42.33,103.19
"38NE",40.75,97.85
"34NE",41.22,100.93
"81NE",40.27,99.01
"HDE",40.45,99.34
"NE30",40.57,99.42
"3NE3",40.5,99.32
"NE53",40.59,96.59
"9NE3",42.19,101.79
"1V2",42.01,101.77
"IML",40.51,101.62
"3NE6",42.97,99.27
"88NE",40.4,96.02
"EAR",40.73,99.01
"IBM",41.19,103.68
"24NE",42.38,102.44
"3NE7",41.83,102.34
"NE08",40.55,101.98
"08NE",42.43,97.08
"LXN",40.79,99.78
"NE57",40.09,96.48
"NE42",40.93,96.7
"LNK",40.85,96.76
"NE59",40.83,96.57
"9NE4",41.7,97.74
"0F4",41.29,98.99
"NE06",42.83,98.43
"46NE",40.9,101.51
"4NE0",40.92,101.56
"MCK",40.21,100.59
"19NE",40.11,100.81
"25NE",41.72,103.51
"NE64",41.11,96.41
"57NE",42.92,101.69
"4NE1",41.75,99.75
"NE65",40.77,97.08
"NE29",40.51,99.01
"0V3",40.52,98.95
"52NE",42.05,103.97
"NE43",41.44,96.75
"MHN",42.05,101.07
"NE82",40.93,96
"AFK",40.61,95.87
"4V9",42.11,98.04
"OFK",41.99,97.44
"NE09",41.96,97.47
"LBF",41.13,100.68
"NE25",41.18,100.86
"OGA",41.12,101.77
"35NE",41.05,101.8
"9NE6",41.34,96.09
"OMA",41.3,95.89
"MLE",41.2,96.11
"3NO",41.37,96.02
"OFF",41.12,95.91
"ONL",42.47,98.69
"ODX",41.62,98.95
"67NE",40.14,99.5
"OKS",41.4,102.36
"4NE8",40.38,101.15
"16NE",40.56,96.49
"50K",40.12,96.19
"4NE9",41,101.45
"7NE5",41.07,101.37
"0C4",42.11,96.73
"PMV",40.95,95.92
"NE38",40.71,98.56
"56NE",41.03,98.81
"7V7",40.08,98.54
"43NE",40.78,99.15
"NE79",40.65,96.62
"9V5",42.74,102.44
"04NE",41.16,101.3
"09K",41.64,99.34
"12NE",41.91,103.7
"BFF",41.87,103.6
"SCB",41.61,96.63
"NE18",40.91,97.08
"SWT",40.86,97.11
"5NE2",40.2,95.63
"NE34",41.04,102.95
"SNY",41.1,102.99
"7K8",42.45,96.47
"NE85",41.69,98.3
"05NE",41.72,98.31
"72NE",41.08,96.15
"9NE8",41.4,100.48
"5NE3",41.49,100.49
"NE20",40.19,96.21
"NE87",40.1,98.06
"12K",40.05,98.06
"5NE4",41.57,101.17
"5NE5",41.21,101.14
"NE86",40.67,97.87
"0G3",40.4,96.17
"TQE",41.76,96.18
"TIF",41.96,100.57
"9V2",40.19,101.03
"15NE",40.29,98.82
"0J9",40.87,97.35
"VTN",42.86,100.55
"NE56",41.34,96.4
"NE88",41.02,96.86
"5NE9",40.73,102.05
"AHQ",41.24,96.59
"29NE",40.76,101.18
"6NE0",40.79,101.17
"64V",40.83,101.16
"1NE5",41.41,96.29
"36NE",42.51,97.58
"LCG",42.24,96.98
"NE69",40.87,96.11
"01NE",40.84,100.65
"NE92",40.05,96.67
"87NE",40.81,97.59
"JYR",40.9,97.62
"NH38",43.97,71.17
"NH15",43.39,71.23
"BML",44.58,71.18
"NH67",42.98,71.01
"2N2",43.59,71.75
"NH16",42.74,71.71
"NH18",43.73,71.15
"NH61",42.97,71.18
"CNH",43.37,72.37
"4C4",44.88,71.5
"CON",43.2,71.5
"01NH",43.64,72.09
"ERR",44.79,71.16
"1B5",44.2,71.75
"NH88",43.07,71.61
"2G8",44.39,71.2
"7B3",42.96,70.83
"5B9",44.08,72.01
"NH86",43.18,71.79
"8B1",43.07,71.9
"AFN",42.81,72
"EEN",42.9,72.27
"06NH",42.93,70.97
"21NH",42.92,70.94
"LCI",43.57,71.42
"LEB",43.63,72.3
"NH07",43.28,71.46
"MHT",42.93,71.44
"NH76",42.73,71.78
"NH17",42.73,71.72
"5M3",43.77,71.39
"ASH",42.78,71.51
"NH60",42.96,71.65
"NH40",43.4,71.95
"2B3",43.39,72.19
"NH84",43.21,71.22
"NH43",43.18,71.14
"NH78",42.75,71.37
"1P1",43.78,71.75
"PSM",43.08,70.82
"DAW",43.28,70.93
"12NH",43.5,71.65
"NH20",43.49,71.65
"8B2",44.26,71.55
"NH39",43.03,72.43
"NH96",43.87,71.9
"NH69",43.83,71.19
"2NH5",42.99,72.4
"HIE",44.37,71.54
"23NH",43.13,72.02
"NH31",43.65,71.15
"NH49",43.97,71.68
"JY24",40.92,74.87
"NJ02",39.54,75.3
"12N",41.01,74.74
"13N",40.97,74.78
"70NJ",40.68,75.02
"ACY",39.46,74.58
"BLM",40.19,74.13
"NJ09",40.79,75.07
"19N",39.78,74.95
"1N7",40.97,75
"6NJ9",39.79,75.37
"00N",39.47,75.19
"NJ84",39.43,75.4
"N50",39.41,75.24
"JY31",39.45,75.31
"NJ24",39.71,74.4
"CDW",40.88,74.28
"7NJ2",39.48,75.41
"7NJ9",39.32,75.21
"NJ20",39.81,74.42
"NJ25",39.79,75.23
"46NJ",40.15,74.46
"17N",39.71,75.03
"7NJ7",39.56,75.22
"04NJ",39.6,75.23
"NJ46",40.28,74.39
"9NJ6",39.37,75.27
"NJ50",40.48,74.96
"NJ60",40.19,74.27
"NJ59",40.18,74.28
"NJ63",40.47,75.05
"NJ61",40.55,75.02
"61NJ",39.69,75.14
"NJ65",40.85,74.93
"JY04",39.07,74.91
"N05",40.82,74.86
"67NJ",40.97,75.07
"N81",39.67,74.76
"NJ69",39.66,74.8
"9NJ5",39.68,75.25
"NJ72",40.35,74.18
"9NJ8",40.9,75
"2N6",40.03,74.69
"92NJ",40.47,75
"NEL",40.04,74.35
"N12",40.07,74.18
"NJ79",40.35,74.91
"N07",40.95,74.31
"LDJ",40.62,74.24
"0NJ6",39.32,74.63
"N14",39.93,74.81
"47N",40.52,74.6
"89NJ",39.49,74.72
"NJ95",40.56,75.07
"MIV",39.37,75.07
"MMU",40.8,74.42
"VAY",39.94,74.85
"EWR",40.69,74.17
"3N5",41.03,74.76
"26N",39.26,74.61
"3N6",40.33,74.35
"2NJ1",40.63,75.07
"7N7",39.74,75.4
"3NJ1",39.98,74.69
"2NJ3",40.34,74.85
"2NJ5",40.65,75.19
"2NJ6",40.77,75.16
"23NJ",39.5,75.09
"N85",40.59,75.02
"N40",40.57,74.98
"8NJ0",39.52,74.51
"39N",40.4,74.66
"3NJ6",40.02,74.84
"N51",40.58,74.74
"N87",40.21,74.6
"4NJ0",40.45,75.02
"JY39",39.66,75.47
"NJ74",39.56,75.45
"62NJ",40.81,74.81
"NJ06",39.46,75.27
"JY17",39.47,75.28
"4NJ8",40.6,74.73
"SMQ",40.63,74.67
"5NJ2",40.59,74.84
"FWN",41.2,74.62
"TEB",40.85,74.06
"MJX",39.93,74.29
"TTN",40.28,74.81
"3NJ9",39.94,74.77
"N73",39.9,74.75
"29N",39.52,75.05
"28N",39.54,74.97
"6NJ1",40.74,74.96
"31E",39.67,74.31
"4N1",41.13,74.35
"JY43",41.08,74.34
"WWD",39.01,74.91
"C01",39.66,75.01
"OBI",39.22,74.79
"JY08",39.65,75.28
"WRI",40.02,74.59
"50NM",36.3,106.49
"3N9",34.36,107.5
"ALM",32.84,105.99
"HMN",32.85,106.11
"52NM",32.63,105.69
"NM10",35.88,103.81
"ABQ",35.04,106.61
"AEG",35.15,106.8
"NM61",35.12,106.15
"AXX",36.42,105.29
"NM64",31.46,108.86
"NM76",35.26,104.92
"13Q",34,108.68
"NM47",32.78,104.38
"ATS",32.85,104.47
"N19",36.83,108.03
"E80",34.65,106.83
"55NM",34.48,106.61
"NM33",35.55,104.08
"NM32",35.71,104.06
"NM30",34.88,103.07
"NM88",34.54,106.76
"4AZ2",33.7,105.38
"NM84",33.54,105.38
"CNM",32.34,104.26
"62NM",32.6,104.43
"F37",33.65,105.9
"NM16",36.87,106.57
"NM24",36.92,106.56
"NM51",33.33,107.66
"57NM",34.09,106.12
"CAO",36.45,103.15
"NM42",34.42,103.15
"CVS",34.38,103.32
"CVN",34.43,103.08
"59NM",34.55,103.46
"0NM0",31.82,107.63
"12NM",31.79,107.64
"NM09",31.87,107.64
"NM78",31.88,107.65
"E89",35.36,104.18
"NM25",34.12,105.67
"NM74",35.09,107.56
"DMN",32.26,107.72
"NM26",32.1,107.82
"NM08",32.26,107.4
"24N",36.83,106.88
"1N1",35.09,106.17
"NM48",36.73,106.5
"E14",36.03,106.05
"E92",34.76,106.04
"NM39",36.63,108.31
"FMN",36.74,108.23
"NM04",36.68,108.08
"NM91",34.62,108.79
"65NM",34.73,103.61
"NM38",34.12,104.43
"FSU",34.48,104.22
"GUP",35.51,108.79
"NM27",36.42,108.86
"E94",33.35,108.87
"NM55",33.36,108.86
"GNT",35.17,107.9
"E05",32.66,107.2
"NM83",32.77,103.21
"HOB",32.69,103.22
"68NM",33.03,105.13
"NM68",33.81,108.34
"E26",32.13,103.15
"NM44",34.02,104.12
"72NM",32.96,105.96
"NM14",32.31,107.3
"NM13",32.25,107.19
"LRU",32.29,106.92
"LVS",35.65,105.14
"NM53",35.51,104.58
"E32",36.29,107.06
"LSB",32.33,108.69
"LAM",35.88,106.27
"NM89",34.78,106.52
"E98",34.76,106.75
"E06",32.95,103.41
"N29",34.09,107.3
"NM01",34.1,107.3
"NM73",34.77,103.86
"NM69",32.81,107.94
"NM02",34.92,106.17
"M10",34.53,106.22
"NM52",35.57,103.29
"1V0",36.81,107.65
"NM79",32.44,106.68
"80E",33.49,106.18
"81NM",33.35,105.18
"82NM",33.17,105.13
"NM41",34.06,108.1
"84NM",34.35,108.16
"NM66",34.42,108.08
"NM86",31.94,108.54
"PRZ",34.15,103.41
"NM80",34.34,108.51
"N24",36.8,105.6
"NM56",35.17,108.46
"NM67",36.86,104.45
"RTN",36.74,104.5
"0NM7",33.52,108.54
"T16",33.69,108.85
"NM90",31.9,109.03
"NM70",31.95,109.04
"NM29",35.83,103.44
"NM20",33.25,104.44
"NM87",33.24,104.47
"ROW",33.3,104.53
"NM92",35.3,105.61
"NM15",36.05,103.89
"NM17",35.93,104.18
"SRR",33.46,105.53
"SAF",35.62,106.09
"SXU",34.94,104.64
"5T6",31.88,106.7
"5V5",36.7,108.7
"13NM",33.42,108.14
"SVC",32.64,108.16
"1NM0",33.21,108.03
"94E",32.76,108.21
"ONM",34.02,106.9
"95E",33.82,106.65
"S42",36.33,104.62
"NM63",35.17,106.01
"NM21",35.18,105.87
"SKX",36.46,105.67
"NM18",33.26,103.28
"NM71",33.33,106.03
"NM37",33.58,107.9
"TCS",33.24,107.27
"TCC",35.18,103.6
"NM28",33.06,106.03
"N17",34.6,105.19
"98NM",36.08,104.72
"WSD",32.34,106.4
"NM49",34.58,106.08
"ZUN",35.08,108.79
"L92",37.36,115.19
"9U3",39.47,117.2
"NV35",39.54,117.75
"NV02",39.07,117.42
"BAM",40.6,116.87
"NV64",40.01,117.39
"BTY",36.86,116.79
"BVU",35.95,114.86
"1L4",35.31,114.88
"NV13",39.28,119.83
"CXP",39.19,119.73
"U74",40.42,116.56
"9U7",38.74,115.48
"A34",39.24,119.56
"NV04",41.32,115.25
"E85",41.95,118.63
"01U",38.85,115.63
"NV27",37.72,118.08
"2Q9",37.61,118.01
"EKO",40.83,115.79
"NV22",40.31,115.9
"ELY",39.3,114.84
"7CL8",38.66,114.63
"1A8",40.58,119.35
"05U",39.6,116.01
"26NV",39.46,118.86
"NV30",39.97,117.83
"FLX",39.5,118.75
"NFL",39.42,118.7
"1NV1",39.42,118.84
"N58",39.56,119.24
"GAB",38.92,117.96
"NV55",38.9,119.65
"NV06",41.38,119.17
"NV05",41.12,119.14
"0L4",37.49,117.19
"HTH",38.54,118.63
"NV26",36.08,115.07
"INS",36.59,115.67
"06U",41.98,114.66
"NV42",35.78,115.63
"0L7",35.77,115.33
"N15",39.2,117.06
"HND",35.97,115.13
"LAS",36.08,115.15
"LSV",36.24,115.03
"VGT",36.21,115.19
"NV17",39.67,119.81
"LOL",40.07,118.57
"DRA",36.62,116.03
"L23",37.1,116.31
"NV11",36.95,116.04
"67L",36.83,114.06
"3Q0",38.38,118.1
"MEV",39,119.75
"NV14",41.36,114.23
"NV67",41.12,114.11
"NV08",41.74,116.22
"08U",41.52,115.86
"NV68",41.57,117.81
"0L9",36.31,114.46
"U08",36.57,114.44
"10U",41.95,116.19
"NV98",36.15,115.9
"NV74",36.27,116
"NV00",36.26,115.99
"1L1",37.79,114.42
"NV09",39.72,119.9
"RTS",39.67,119.88
"RNO",39.5,119.77
"N86",39.67,119.72
"NV31",38.81,117.03
"NV83",38.69,117.15
"NV56",38.8,117.18
"03NV",40.58,115.3
"04NV",35.76,115.66
"3L2",35.8,115.63
"1L3",35.44,114.91
"SPZ",39.4,119.25
"N59",38.84,119.34
"NV33",38.83,119.4
"2NV2",39.83,119.67
"NV44",39.76,119.6
"NV47",39.83,119.68
"NV96",39.83,119.65
"TPH",38.06,117.09
"TNX",37.79,116.78
"NV12",41.56,116.41
"NV97",38.68,119.32
"NV72",38.52,119.21
"LWL",41.12,114.92
"02NV",41.3,118.6
"WMC",40.9,117.81
"01NV",38.76,119.03
"O43",39,119.16
"7NY2",43.84,76.09
"2NY7",42.12,77.21
"8NY3",42.27,75.56
"9G3",43.02,78.48
"ALB",42.75,73.8
"NK43",42.76,73.92
"NK31",43.27,78.15
"NY06",43.3,78.21
"9G6",43.17,78.27
"89NY",44.32,75.9
"2NY9",42.37,76.72
"4NK8",43,74.19
"NY58",42.96,74.08
"54NY",42.36,78.04
"D23",42.57,78.43
"NY04",42.59,78.35
"1C3",43.25,73.47
"0NK8",41.92,73.67
"06NY",42.84,76.45
"NK74",42.74,76.66
"NY59",43.39,75.49
"4NK1",43.14,76.31
"GVQ",43.03,78.17
"23NY",42.28,77.34
"23N",40.76,73.05
"NY60",44.76,73.56
"4NY0",44.67,73.55
"24NY",43.07,77.96
"8NK4",42.94,78.14
"1NK8",42.19,75.84
"BGM",42.21,75.98
"3NY5",42.02,75.96
"NY79",42.6,78.34
"8NY7",41.57,74.4
"1NK7",43.47,75.25
"47NY",42.05,77.35
"NY65",43.14,74.12
"NY66",43.13,74.12
"NY64",43.1,74.16
"7G0",43.18,77.92
"3NK0",43.2,77.9
"9G0",42.86,78.72
"BUF",42.94,78.73
"D51",43.07,78.68
"NK09",42.41,76.82
"2NY4",43.07,78.05
"3C8",40.92,72.79
"1B8",43.05,73.37
"NY34",42.16,77.43
"NY2",43.09,76.29
"30NY",42.75,77.56
"NY51",42.87,74.5
"D38",42.91,77.32
"D43",42.92,77.24
"2NK1",42.3,77.47
"NY07",44.55,75.16
"NY69",44.12,76.3
"NK01",44,75.61
"28NY",42.31,79.23
"0NK0",42.33,78.79
"NY76",42.32,78.9
"1NY9",43.27,76.19
"19NK",43.24,76.15
"0NK1",43.36,76.22
"3NY0",42.83,74.4
"0NK2",42.98,74.02
"5NK0",44.04,76.14
"43NY",42.78,74.8
"4NY1",41.33,74.32
"0NK9",43.01,75.83
"1D5",43.03,75.85
"NK87",43.07,78.6
"NK19",43.06,78.66
"1H1",43.21,76.18
"28NK",44.19,76.08
"1NY7",41.71,74.06
"3NY9",42.66,78.67
